5.487871803314674668e-05,3.260568317057663203e-05,2.551345834927925085e-05
5.487871803314674668e-05,3.260568317057663203e-05,2.551345834927925085e-05
5.487871803314674668e-05,3.260568317057663203e-05,2.551345834927925085e-05
5.487871803314674668e-05,3.260568317057663203e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,2.551345834927925085e-05
4.115903852486006340e-05,2.445426237793247402e-05,5.102691669855850170e-05
5.487871803314674668e-05,2.445426237793247402e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.890852475586494804e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.890852475586494804e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.890852475586494804e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.890852475586494804e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.890852475586494804e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,3.260568317057663203e-05,5.102691669855850170e-05
6.859839754143344352e-05,3.260568317057663203e-05,5.102691669855850170e-05
6.859839754143344352e-05,3.260568317057663203e-05,5.102691669855850170e-05
6.859839754143344352e-05,2.445426237793247402e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,5.102691669855850170e-05
6.859839754143344352e-05,4.075710396322078664e-05,2.551345834927925085e-05
6.859839754143344352e-05,4.075710396322078664e-05,2.551345834927925085e-05
6.859839754143344352e-05,4.075710396322078664e-05,2.551345834927925085e-05
6.859839754143344352e-05,4.075710396322078664e-05,2.551345834927925085e-05
6.859839754143344352e-05,3.260568317057663203e-05,2.551345834927925085e-05
6.859839754143344352e-05,3.260568317057663203e-05,2.551345834927925085e-05
6.859839754143344352e-05,3.260568317057663203e-05,2.551345834927925085e-05
6.859839754143344352e-05,3.260568317057663203e-05,2.551345834927925085e-05
6.859839754143344352e-05,3.260568317057663203e-05,2.551345834927925085e-05
9.603775655800681009e-05,3.260568317057663203e-05,2.551345834927925085e-05
9.603775655800681009e-05,3.260568317057663203e-05,2.551345834927925085e-05
9.603775655800681009e-05,3.260568317057663203e-05,2.551345834927925085e-05
9.603775655800681009e-05,2.445426237793247402e-05,2.551345834927925085e-05
9.603775655800681009e-05,3.260568317057663203e-05,2.551345834927925085e-05
9.603775655800681009e-05,3.260568317057663203e-05,2.551345834927925085e-05
8.231807704972012680e-05,3.260568317057663203e-05,2.551345834927925085e-05
8.231807704972012680e-05,3.260568317057663203e-05,2.551345834927925085e-05
8.231807704972012680e-05,3.260568317057663203e-05,2.551345834927925085e-05
8.231807704972012680e-05,2.445426237793247402e-05,2.551345834927925085e-05
8.231807704972012680e-05,2.445426237793247402e-05,2.551345834927925085e-05
6.859839754143344352e-05,2.445426237793247402e-05,2.551345834927925085e-05
6.859839754143344352e-05,2.445426237793247402e-05,2.551345834927925085e-05
6.859839754143344352e-05,2.445426237793247402e-05,2.551345834927925085e-05
5.487871803314674668e-05,2.445426237793247402e-05,0.000000000000000000e+00
4.115903852486006340e-05,2.445426237793247402e-05,0.000000000000000000e+00
